지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 시각(hhmi),평균 풍속(m/s),평균 상대습도(%),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),평균 지면온도(°C),평균 30cm 지중온도(°C),5.0m 지중온도(°C)
185,2016-06-20,22.6,21.2,2324,24.7,918,0,3.4,1319,9.2,1248,15.5,16,1332,13.4,1829,7.3,99.3,1600,0.76,4.61,0,0,0,0,24.4,0,0
185,2016-06-21,22.5,20.9,48,25.4,1419,0,1.5,2113,4.6,2054,4.9,10.8,2308,7.9,326,3.4,95.4,1100,2.38,15.16,0,0,0,0,27.6,0,0
185,2016-06-22,22.9,22,2332,24,1058,0,10.6,207,25.7,150,63,11.1,1218,10,1803,5.7,100,1400,0.82,3.07,0,0,0,0,24.6,0,0
185,2016-06-23,23.4,20.9,448,28.1,1440,0,0,0,0,0,0,10.8,2056,6.8,2049,4.2,92.3,1100,2.53,16.94,0,0,0,0,27.8,0,0
185,2016-06-24,22.6,20.7,1827,24.4,1156,0,0,0,0,0,0,17.4,1532,13.8,1537,9.3,97,1100,1.53,6.67,0,0,0,0,24,0,0
185,2016-06-25,21,20,529,23,1338,0,0,0,0,0,0,13.6,25,11.7,1947,7.1,94.9,1400,1.5,8.62,0,0,0,0,23.6,0,0
185,2016-06-26,22,20.3,220,25.1,1320,0,0,0,0,0,0,11.7,128,9.4,135,4.4,94.6,1200,2.11,13.74,0,0,0,0,27.1,0,0
185,2016-06-27,18.5,16.6,1949,21,14,0,1,1425,3.8,1425,12.2,11.2,2316,7.6,2323,2.9,96.9,1000,0.5,3.04,0,0,0,0,21,0,0
185,2016-06-28,19.8,17.2,36,22,1420,0,5.5,1624,14.7,930,37.3,11.6,1720,8,1728,3.4,96,1300,0.68,2.61,0,0,0,0,21,0,0
185,2016-06-29,22.3,21.3,2236,24.5,1358,0,6.4,131,19.4,130,48.5,11,1432,7,1434,2.9,98.9,1300,0.78,5.04,0,0,0,0,24.1,0,0
185,2016-06-30,23.3,21.2,150,26.2,1522,0,0,0,0,0,0,11.3,1338,8.5,1455,5.9,94.3,1100,2.42,17.54,0,0,0,0,26.4,0,0
185,2016-07-01,23.4,22,1149,23.9,803,0,5.2,1130,10.3,1059,13.5,16.1,2151,12,2349,8.7,99.6,1500,0.26,0.89,0,0,0,0,24.1,0,0
185,2016-07-02,22.6,21.4,2112,24,132,0,0.6,741,1.1,424,4.3,18.2,133,14.3,150,6.7,99.9,1300,0.59,2.7,0,0,0,0,23.7,0,0
185,2016-07-03,23.3,21.5,7,24.8,1243,0,1.7,1542,1.8,849,3.7,13.5,1531,11,1538,5,99.6,1200,0.98,4.05,0,0,0,0,24.5,0,0
185,2016-07-04,24.5,22.9,257,26.5,1644,0,0,0,0,0,0,13.2,2351,9.4,2359,7.4,99.9,1600,1.16,8.53,0,0,0,0,26.5,0,0
185,2016-07-05,25.5,24.1,59,27.4,1012,0,0,0,0,0,0,14.5,1041,10.3,911,8,98.9,1400,1.68,12.57,0,0,0,0,26.5,0,0
185,2016-07-06,25.4,23.6,2357,28,1359,0,0,0,0,0,0,10.4,59,7.7,159,5.1,95.9,1300,2.5,18.15,0,0,0,0,28.3,0,0
185,2016-07-07,26,22.6,515,30,1028,0,0,0,0,0,0,10.2,1605,7.4,1609,3.8,84.5,1000,2.16,16.31,0,0,0,0,28.2,0,0
185,2016-07-08,25.2,22.2,2007,27.9,1157,0,0,0,0,0,0,8.8,159,7,1405,3.1,86.4,1200,1.79,12.75,0,0,0,0,28.1,0,0
185,2016-07-09,24.1,21.6,433,27,1405,0,0,0,0,0,0,6.9,401,5.3,1056,2.2,89.9,1300,2.31,16.61,0,0,0,0,27.4,0,0
185,2016-07-10,23.2,22.3,1134,24.3,1255,0,1,1059,4.1,1037,9,8.7,1332,6.2,1349,2.8,91.8,1200,0.83,3.06,0,0,0,0,23.6,0,0
185,2016-07-11,23.8,21.6,37,25.8,959,0,1.4,537,4.3,452,14.2,8.3,1331,5.6,1328,3.3,96.5,900,0.92,4.38,0,0,0,0,25.2,0,0
185,2016-07-12,25.2,23.1,1632,25.8,911,0,9.6,948,20.4,1539,70.5,17,1541,12.6,1550,6.1,99.8,1100,0.35,1.68,0,0,0,0,25.3,0,0
185,2016-07-13,25.4,24.3,2304,26.8,1134,0,0,0,0,0,0,15.3,231,13.3,156,5.2,98.8,1300,0.97,5.08,0,0,0,0,26.6,0,0
185,2016-07-14,24.7,23.1,432,27.6,1406,0,0,0,0,0,0,10.7,1454,8.6,1455,5.1,87.8,1100,2.49,17.52,0,0,0,0,27.7,0,0
185,2016-07-15,24.6,22,549,27.6,910,0,0,0,0,0,0,15.5,2320,10.7,2329,6.2,83.6,1300,1.71,12.06,0,0,0,0,26.9,0,0
185,2016-07-16,25.4,22.9,2339,28.8,1320,0,0.1,0,0.1,0,0.1,15.2,20,10.9,957,7.2,88.9,1200,2.12,11.52,0,0,0,0,28.7,0,0
185,2016-07-17,25.2,22.8,305,29.5,1335,0,0,0,0,0,0,8.5,100,7.3,102,4.3,82.5,1300,2.25,16.87,0,0,0,0,31.1,0,0
185,2016-07-18,24.5,22.2,622,27.5,1631,0,1.9,2008,1.9,2008,1.9,7.4,1936,5.1,1945,2.5,84.5,1100,1.2,9.88,0,0,0,0,28.9,0,0
185,2016-07-19,26.9,23.1,211,30.6,1228,0,0,0,0,0,0,10.5,1129,6.7,1158,4.4,83.6,1200,2.5,14.51,0,0,0,0,29.9,0,0
185,2016-07-20,27.1,24.9,521,30.6,1250,0,0,0,0,0,0,12.9,1240,8.4,1457,6.4,80.9,1300,2.51,18.69,0,0,0,0,32.6,0,0
185,2016-07-21,27.4,25.2,144,30.6,1330,0,0,0,0,0,0,12.2,455,8.2,1321,6.6,83.4,1300,2.44,18.19,0,0,0,0,32.4,0,0
185,2016-07-22,27.7,25.7,545,31.1,1213,0,0,0,0,0,0,11.4,1614,7.3,1257,5.1,83.6,1200,2.45,19.18,0,0,0,0,33.5,0,0
185,2016-07-23,28.1,25.3,508,31.1,1225,0,0,0,0,0,0,10.8,1147,7.1,1149,5.1,82.8,1200,2.48,20.45,0,0,0,0,34.2,0,0
185,2016-07-24,28.1,26.3,531,31,1342,0,0,0,0,0,0,9.4,200,6,206,4.2,87.3,1200,2.52,19.75,0,0,0,0,33.7,0,0
185,2016-07-25,28.2,25.5,415,30.9,1130,0,0,0,0,0,0,7.5,1335,5.8,1342,3.9,85.3,1200,2.44,19.31,0,0,0,0,34.1,0,0
185,2016-07-26,28.6,25.8,506,31,1328,0,0,0,0,0,0,8.3,2329,6.4,2339,4,85.9,1300,2.45,19.48,0,0,0,0,35.5,0,0
185,2016-07-27,28.7,27.3,2209,31.4,1408,0,0,0,0,0,0,10.2,256,7.8,348,6.3,86.4,1100,2.4,17.79,0,0,0,0,35.1,0,0
185,2016-07-28,28.8,27.4,2353,31,1201,0,0,0,0,0,0,8.9,239,6.8,58,5.3,87.8,1100,1.86,13.45,0,0,0,0,33.9,0,0
185,2016-07-29,28.9,26.9,220,31.6,1207,0,0,0,0,0,0,10.1,1752,8,1452,5,84.9,1200,2.45,19.03,0,0,0,0,34.3,0,0
185,2016-07-30,28.8,26.7,2325,31.8,1350,0,0,0,0,0,0,9.9,1758,7.5,1745,4.7,79.6,1200,2.5,19.5,0,0,0,0,34.4,0,0
185,2016-07-31,28.8,26,241,33,1224,0,0,0,0,0,0,7.8,1517,5.6,1726,3,78.3,1100,2.25,17.41,0,0,0,0,35.3,0,0
185,2016-08-01,28.7,26.5,403,31.7,1611,0,0,0,0,0,0,7.4,1254,5.7,1254,2.3,77.1,1300,2.48,18.7,0,0,0,0,34.1,0,0
185,2016-08-02,27.6,25.8,420,31.1,1225,0,0,0,0,0,0,11.8,1725,8.8,1732,3.7,83.5,1200,2.13,11.7,0,0,0,0,31.3,0,0
185,2016-08-03,25.9,23.1,1054,27.6,1717,0,10.2,925,24.1,908,27.1,13.2,901,10.3,909,2.6,90.5,1400,1.11,4.73,0,0,0,0,27.1,0,0
185,2016-08-04,26.8,23.8,533,31.3,1535,0,2.1,504,7.4,1023,16.9,11.7,435,8.5,441,4.1,85.9,1300,2.39,12.01,0,0,0,0,28.8,0,0
185,2016-08-05,28.2,25.4,313,32.1,1050,0,0.2,0,0.2,0,0.2,9.1,511,6.2,1458,3.5,84.3,1100,2.28,16.45,0,0,0,0,30.6,0,0
185,2016-08-06,27.2,25,2347,29.8,1048,0,0,0,0,0,0,8.1,2337,5.7,1204,2.6,87,1000,1.66,10.29,0,0,0,0,30.2,0,0
185,2016-08-07,28.6,25.1,1,31.9,952,0,0.6,1834,0.7,1830,0.8,9.9,1249,7.2,1258,3.5,81.3,1200,2.48,19.58,0,0,0,0,33.4,0,0
185,2016-08-08,28.8,25.4,421,31.8,1220,0,0,0,0,0,0,7.1,1912,4.7,1936,2.9,76.8,1100,2.47,17.69,0,0,0,0,34.9,0,0
185,2016-08-09,28.5,26.2,254,32.1,1409,0,0.6,1807,0.6,1757,0.8,6.6,138,4.7,1202,2.5,82,1000,2.16,13.89,0,0,0,0,32,0,0
185,2016-08-10,28.7,25.9,519,32.9,1208,0,0,0,0,0,0,8.7,1116,5.3,1204,2.3,83.3,1100,2.14,12.41,0,0,0,0,31.1,0,0
185,2016-08-11,29.3,26.2,234,32.8,1248,0,0,0,0,0,0,7,1147,4.9,1221,2.3,76.3,1200,2.43,18.46,0,0,0,0,36.5,0,0
185,2016-08-12,29.8,26.8,635,34,1511,0,0,0,0,0,0,6.2,954,4.6,1016,2.4,77.4,1200,2.4,18.42,0,0,0,0,38.6,0,0
185,2016-08-13,30,27,612,34,1414,0,0,0,0,0,0,8,1557,5.8,1718,2.5,76.3,1200,2.43,18.91,0,0,0,0,39.1,0,0
185,2016-08-14,29.3,27.3,305,31.6,1331,0,0,0,0,0,0,10.5,1731,7.6,1722,4.4,78.8,1200,2.42,18.44,0,0,0,0,38.7,0,0
185,2016-08-15,29,26.8,458,32,1601,0,0,0,0,0,0,9.2,26,7,1801,4,79.4,1100,2.07,14.76,0,0,0,0,34.3,0,0
185,2016-08-16,28.6,26.8,2347,30.4,917,0,0,0,0,0,0,10.7,1059,7.9,1206,5.2,73.6,1200,2.36,18.07,0,0,0,0,37.6,0,0
185,2016-08-17,28.1,25.3,333,32.8,1431,0,0,0,0,0,0,7.5,1107,6.2,1113,3.2,76.9,1000,2.06,15.81,0,0,0,0,35.8,0,0
185,2016-08-18,28,25.8,641,32,1517,0,0,0,0,0,0,10.5,1206,7.8,1213,3.3,80.5,1500,1.62,12.42,0,0,0,0,36.8,0,0
185,2016-08-19,29.2,26.4,610,33.2,1401,0,0,0,0,0,0,7.6,1531,4.8,932,2.6,79.6,1100,2.39,15.32,0,0,0,0,40,0,0
185,2016-08-20,28.7,25.8,428,32.5,1219,0,0,0,0,0,0,7.5,1611,5,1613,2.4,79.5,1300,2.45,17.59,0,0,0,0,39.1,0,0
185,2016-08-21,28,24.3,402,32.4,1446,0,0,0,0,0,0,12.1,1324,8,250,4.5,74.8,1200,2.4,17.32,0,0,0,0,37,0,0
185,2016-08-22,28.3,26.5,528,30.2,1023,0,0,0,0,0,0,10.8,1337,6.9,1324,4.6,81.6,1200,2.35,17.79,0,0,0,0,36.6,0,0
185,2016-08-23,28.6,25.9,423,33.3,1153,0,0,0,0,0,0,7.7,1521,6.3,1520,3,78.1,1300,2.28,17.42,0,0,0,0,39,0,0
185,2016-08-24,28.6,25.3,601,33.4,1516,0,0,0,0,0,0,9.3,1725,6.7,1723,3.1,73.3,1200,2.34,17.6,0,0,0,0,39.3,0,0
185,2016-08-25,28.1,24.8,434,32.9,1432,0,0,0,0,0,0,9.1,605,5,529,3.4,80.9,1200,2.34,16.37,0,0,0,0,36.8,0,0
185,2016-08-26,27.7,25.5,319,30.6,1302,0,0,0,0,0,0,9.4,1351,6.5,1351,4,75.3,1200,2.35,16.85,0,0,0,0,34.9,0,0
185,2016-08-27,25,21.9,2345,28.4,1653,0,1.8,2219,5.5,2143,10.4,6.8,745,5.3,2139,1.2,84.1,1600,0.8,5.07,0,0,0,0,27.8,0,0
185,2016-08-28,22.5,19.7,822,24.5,1655,0,1.9,344,4.9,22,20.2,17.6,2254,12.7,2301,7.9,81.4,1500,1.58,10.71,0,0,0,0,22.6,0,0
185,2016-08-29,23.7,22,608,25.6,1410,0,0,0,0,0,0,21,1321,16.1,1446,12.2,67,1200,2.41,17.5,0,0,0,0,25.4,0,0
185,2016-08-30,24.5,22.7,704,27.4,1145,0,0,0,0,0,0,25.1,741,19.8,743,15.2,62.4,1200,2.26,14.54,0,0,0,0,26.9,0,0
185,2016-08-31,25.2,22.8,321,27.9,1301,0,0,0,0,0,0,22.2,1048,17.2,1039,13.8,72.6,1200,2.33,16.66,0,0,0,0,31.2,0,0
185,2016-09-01,24.4,20.9,2142,28.4,1357,0,2,2153,6.9,2152,7.5,15.2,2021,11.9,2024,7.3,86.6,1300,2.01,13.42,0,0,0,0,28.8,0,0
185,2016-09-02,22.9,21.4,1,24.6,1322,0,1.9,532,3.3,531,10.4,11.7,746,9,751,3.8,96.6,1300,0.64,4.12,0,0,0,0,24.3,0,0
185,2016-09-03,23.8,21.6,201,25.6,1412,0,0,0,0,0,0,9.6,1027,5.9,1039,2.9,90.1,1300,1.25,8.47,0,0,0,0,25.3,0,0
185,2016-09-04,25.1,23.5,252,27,1043,0,0,0,0,0,0,12.4,1712,7.8,1320,5,86.6,1200,2.32,15.79,0,0,0,0,26.8,0,0
185,2016-09-05,24.5,23.2,526,27.4,1132,0,0,0,0,0,0,9.2,1607,6.4,1351,3.7,89.4,1300,2.15,13.38,0,0,0,0,28,0,0
185,2016-09-06,24,23,630,27,1158,0,0,0,0,0,0,11.7,2111,8.4,2030,4.2,84.6,1100,0.82,5.46,0,0,0,0,23.8,0,0
185,2016-09-07,23.6,22.7,2136,25.5,346,0,0.2,1238,0.4,1216,1,17,1723,13.7,1700,5.8,87.1,1000,0.68,3.48,0,0,0,0,23.6,0,0
185,2016-09-08,24.3,22.3,616,27.5,1300,0,0,0,0,0,0,9.4,9,7.6,245,4.9,79.8,1200,2.3,14.72,0,0,0,0,28.6,0,0
185,2016-09-09,23.8,22.4,2338,25.9,1534,0,0,0,0,0,0,12.4,111,9.9,119,5.8,83.8,1200,2.25,16.09,0,0,0,0,30.2,0,0
185,2016-09-10,23.8,20.6,700,27.7,1148,0,0,0,0,0,0,8.1,1547,5.4,1529,3.4,83.6,1400,1.98,11.5,0,0,0,0,28.6,0,0
185,2016-09-11,24.3,21.5,538,27.9,1141,0,0,0,0,0,0,11,2333,6.3,2342,2.4,81.4,1100,1.27,7.24,0,0,0,0,28.3,0,0
185,2016-09-12,22.5,20.1,945,25.3,1330,0,0.2,254,0.6,242,1.8,12.1,1551,8.4,1453,4.3,83.9,1300,1.96,9.8,0,0,0,0,25.2,0,0
185,2016-09-13,24,21.2,449,28,1409,0,0,0,0,0,0,11.3,144,7.6,151,4.4,80,1300,2.33,14.35,0,0,0,0,27.3,0,0
185,2016-09-14,23.5,20.3,334,27.7,1117,0,0.4,1445,1.4,1419,1.5,11.4,803,8.1,803,3.2,83.5,1100,1.39,6.77,0,0,0,0,23.8,0,0
185,2016-09-15,22.8,19.5,2118,28.3,1319,0,0.8,1848,2.9,1836,6.7,8.1,111,5.3,1203,3.4,85.9,1200,1.46,7.05,0,0,0,0,24.9,0,0
185,2016-09-16,24.5,20.4,39,26.2,1421,0,0,0,0,0,0,12.4,2333,8.8,2316,3.4,83.4,1100,0.63,3.68,0,0,0,0,24.1,0,0
185,2016-09-17,24.9,23.4,2349,26.3,934,0,1,1044,4.9,1026,7.6,17.4,1215,11.9,1224,8,98.3,900,0.64,2.8,0,0,0,0,25.8,0,0
185,2016-09-18,23.7,22,2400,25.6,1056,0,0,0,0,0,0,8.4,1853,5.2,2336,2.6,95.3,1000,0.95,3.8,0,0,0,0,25.1,0,0
185,2016-09-19,21.3,20.6,1754,22.4,1318,0,2.2,39,6.3,35,8.9,18.4,1000,12.1,1239,7.6,88.6,1300,1.16,6.34,0,0,0,0,21.7,0,0
185,2016-09-20,21.4,18.1,2334,24.8,1538,0,0,0,0,0,0,12.1,304,7.6,2,4.3,67.9,1200,2.27,15.62,0,0,0,0,24.1,0,0
185,2016-09-21,21.8,18.2,700,25.2,1130,0,0,0,0,0,0,9.6,1305,6.3,1333,3.9,64.1,1100,2.24,14.04,0,0,0,0,24.4,0,0
185,2016-09-22,21.1,18.4,509,23.4,1222,0,0.3,417,0.8,345,1.3,9.7,1206,6.1,1128,4.5,75.8,1200,2.23,13.57,0,0,0,0,23.2,0,0
185,2016-09-23,21.8,19.4,629,24.7,1518,0,0,0,0,0,0,8.7,1355,5.8,1401,3.6,80.4,1200,2.14,12.54,0,0,0,0,25,0,0
185,2016-09-24,22.6,18.8,424,25.8,1558,0,0,0,0,0,0,8.7,1344,5.4,636,3.3,82.4,1200,2.18,14.96,0,0,0,0,28.7,0,0
185,2016-09-25,23.7,20.3,547,27.6,1356,0,0,0,0,0,0,8,1423,5.7,1423,2.9,82.8,1000,1.7,11.74,0,0,0,0,29.5,0,0
185,2016-09-26,25,22.6,642,28.8,1408,0,0.3,1101,0.4,1051,0.4,10,2143,6.3,2148,2.7,88.4,1300,1.23,6.74,0,0,0,0,27.7,0,0
185,2016-09-27,25.6,24.1,509,31,957,0,0.3,1719,0.6,1822,1.1,9.8,143,6.4,109,3,88.8,1000,1.73,8.22,0,0,0,0,31.1,0,0
185,2016-09-28,22.5,21.2,1531,24.8,138,0,4,808,12,804,63.5,14.6,1713,9.2,1024,5.8,99.3,1400,0.22,0.87,0,0,0,0,22.8,0,0
185,2016-09-29,22.4,20.9,2221,24.5,1332,0,0.7,2251,3.1,2246,6.4,11.8,403,7.6,403,3.3,96.6,1300,0.65,3.35,0,0,0,0,23.7,0,0
185,2016-09-30,22.5,20.2,229,26.8,1356,0,2.4,650,5.1,609,10.8,14.9,1930,9.2,1938,3,94.9,1300,1.83,6.86,0,0,0,0,25,0,0
185,2016-10-01,23.7,21.6,701,27.9,1325,0,0.8,713,1.8,623,3.5,7.3,1255,4.6,1300,2.3,95.8,1200,1.18,5.13,0,0,0,0,24.4,0,0
185,2016-10-02,25.7,22.7,401,28.8,1208,0,0.5,1623,0.7,1623,0.7,13.8,1346,8.2,1253,5.8,95.1,1200,2.15,11.93,0,0,0,0,28,0,0
185,2016-10-03,25,22.7,2350,29.4,1323,0,0,0,0,0,0,9.8,2019,6.5,1933,4.4,95.5,1100,2.07,11.26,0,0,0,0,27.9,0,0
185,2016-10-04,24.5,21.8,2230,29.2,1222,0,0.9,2334,3.2,2311,8.4,22.3,2400,14.3,2354,5.2,88.4,900,1.36,8.42,0,0,0,0,26.4,0,0
185,2016-10-05,22.4,20.7,156,25.8,1244,0,2,306,6.8,243,18.2,56.5,422,49,431,15.8,89.6,1100,1.97,12.8,0,0,0,0,25.2,0,0
185,2016-10-06,20.8,19.9,802,22.4,1418,0,0,0,0,0,0,15.9,1210,11.7,1210,6.8,76.1,1200,1.95,13.78,0,0,0,0,22.3,0,0
185,2016-10-07,22.7,19.8,554,25.3,1422,0,0.3,933,0.7,837,1.1,11.4,2006,7.6,2357,3,80.9,1200,0.83,4.09,0,0,0,0,22.1,0,0
185,2016-10-08,20.6,17,1520,24.5,1,0,1.3,853,4,1448,15.8,19.9,1458,14,2043,8.9,89.3,1200,0.36,1.62,0,0,0,0,20.6,0,0
185,2016-10-09,16.5,15.6,712,18.8,8,0,0,0,0,0,0,20.6,943,14.4,415,10,63.5,1200,2.16,14.3,0,0,0,0,17.8,0,0
185,2016-10-10,17.5,14.7,259,19.9,1051,0,0,0,0,0,0,12.4,1602,8.1,1550,5,70.3,1200,2.09,13.53,0,0,0,0,18.5,0,0
185,2016-10-11,18.5,16.5,9,20,1152,0,0,0,0,0,0,10.9,1305,7.4,2040,4.8,69.4,1100,0.91,4.17,0,0,0,0,17.8,0,0
185,2016-10-12,19.1,18.1,104,21.1,1355,0,0,0,0,0,0,15.2,759,9.9,329,6.3,70.4,1300,1.93,8.79,0,0,0,0,19.3,0,0
185,2016-10-13,19.2,17.7,156,21.2,1011,0,0,0,0,0,0,10.9,1535,6.9,1110,4.5,76.6,1000,0.8,3.48,0,0,0,0,18.6,0,0
185,2016-10-14,20.7,17.4,2343,25.1,1423,0,0,0,0,0,0,12.5,411,6.9,400,3.4,71.3,1200,1.99,12.32,0,0,0,0,21.3,0,0
185,2016-10-15,20.3,17.2,243,25.2,1304,0,0,0,0,0,0,11,1536,6.4,1510,4.2,66.4,1000,1.49,7.37,0,0,0,0,19.2,0,0
185,2016-10-16,21.4,18.8,208,24,1601,0,0.9,932,2.3,917,2.3,12.5,2210,10.3,2219,4.7,91.8,1500,0.85,5.06,0,0,0,0,21.1,0,0
185,2016-10-17,20.5,18.8,2349,24.2,1137,0,0,0,0,0,0,12.7,536,9.9,508,6.3,85.8,1200,1.96,11.55,0,0,0,0,21.9,0,0
185,2016-10-18,19.5,18.1,534,21.8,1039,0,0,0,0,0,0,9.7,826,6.4,831,3.9,85.3,1300,1.77,10.33,0,0,0,0,20.9,0,0
185,2016-10-19,20.8,18.7,537,24.4,1157,0,0,0,0,0,0,6.8,302,4.3,307,2,82.4,1100,1.01,5.62,0,0,0,0,20.6,0,0
185,2016-10-20,19.3,17.7,1951,20.7,1611,0,0.1,1318,0.1,1228,0.3,9.1,603,5.7,422,3,83.4,1200,0.43,3.02,0,0,0,0,19.5,0,0
185,2016-10-21,19.4,18.2,8,21.1,1414,0,0.9,2317,4.1,2227,16.9,14.1,2220,9.2,2228,4.3,86.4,1200,0.54,2.04,0,0,0,0,19,0,0
185,2016-10-22,18.8,17.9,255,21,1214,0,1.3,237,5.7,152,21.5,11.4,1016,6.8,1018,4.1,96.1,1100,0.42,2.14,0,0,0,0,18.9,0,0
185,2016-10-23,18.8,15.7,2355,22.4,1158,0,0.4,638,1.3,610,2.2,14.9,941,9,942,4.8,80.4,1100,1.49,7.67,0,0,0,0,18.7,0,0
185,2016-10-24,18.9,15.7,1,23.2,1520,0,0,0,0,0,0,11.5,2052,7,2054,3.1,76.6,1400,1.63,9.02,0,0,0,0,19.5,0,0
185,2016-10-25,19,16.9,2252,21.8,928,0,1.4,1120,2.5,1113,2.5,15.8,1158,11.7,1037,7.8,84.1,1400,0.3,2.05,0,0,0,0,17.9,0,0
185,2016-10-26,16.8,14,1831,18.9,1105,0,1.4,1436,4.4,1407,5.8,15.7,1819,9.7,1635,5.7,76.3,1000,1.33,5.26,0,0,0,0,15.8,0,0
185,2016-10-27,19.7,15.6,33,23.5,1230,0,0,0,0,0,0,12.7,2109,9.1,1522,4.8,72.5,1200,1.73,5.75,0,0,0,0,18.6,0,0
185,2016-10-28,18.4,16.1,1406,22,848,0,2.4,228,6.5,618,20.5,22.7,1548,17.3,1550,10.2,89.1,1200,0.52,2.53,0,0,0,0,18.1,0,0
185,2016-10-29,14.1,12.6,2221,16.6,1,0,0,0,0,0,0,20.5,146,14.2,151,10.2,65,1100,0.88,5.61,0,0,0,0,13.6,0,0
185,2016-10-30,13.7,11.6,738,16.5,1511,0,0,0,0,0,0,15.8,1035,10.6,44,6.2,56.6,1200,1.79,10.53,0,0,0,0,13.4,0,0
185,2016-10-31,14.5,12.3,1434,16.4,612,0,0.2,815,0.7,810,2.5,17.1,2200,11.7,2400,6.2,72.5,1100,0.32,1.82,0,0,0,0,12.9,0,0
185,2016-11-01,10.4,9.3,1951,13.5,5,0,0,0,0,0,0,23.7,557,16.5,618,11.3,63.3,1000,1.15,6.61,0,0,0,0,10.1,0,0
185,2016-11-02,11.2,9.4,13,12.7,2313,0,0,0,0,0,0,15.8,917,10,655,7.9,64.5,1200,1.79,11.33,0,0,0,0,11.2,0,0
185,2016-11-03,13.8,9.8,518,16.5,1348,0,0,0,0,0,0,14,1512,10.3,1500,5.8,69.1,1100,1.46,8,0,0,0,0,13.8,0,0
185,2016-11-04,15.2,11.2,353,18.2,1142,0,0,0,0,0,0,7.9,1403,5.8,2043,3.4,65,1200,1.72,9.59,0,0,0,0,15.4,0,0
185,2016-11-05,17.9,15.6,10,20.6,1415,0,0,0,0,0,0,9.7,640,7.3,640,4.6,72.4,1300,1.64,9.45,0,0,0,0,18.2,0,0
185,2016-11-06,17.8,14.9,741,22.1,1201,0,0,0,0,0,0,8.4,2205,5.8,551,3.2,76.8,1200,1.67,8.06,0,0,0,0,16.4,0,0
185,2016-11-07,17.4,13.3,420,21.7,1234,0,0,0,0,0,0,12.4,928,8,739,4.3,70.5,1100,1.58,9.05,0,0,0,0,17.6,0,0
185,2016-11-08,12,10.2,2313,17.1,224,0,0,0,0,0,4,20.8,1805,14.4,1814,11,77.4,1300,0.56,2.89,0,0,0,0,11.7,0,0
185,2016-11-09,9.7,7.9,728,11.8,2400,0,0,0,0,0,0,21.1,342,14.3,28,8.5,59.1,1200,1.82,9.88,0,0,0,0,9.5,0,0
185,2016-11-10,12.3,11.6,1705,14.3,1121,0,0,0,0,0,12.5,19.6,1452,15.1,1420,7.8,79.9,1000,0.21,0.96,0,0,0,0,10.9,0,0
185,2016-11-11,14.5,11.2,2137,17.6,1302,0,0,0,0,0,0,18.1,533,14,527,8.1,64.1,1200,1.67,9.33,0,0,0,0,13.3,0,0
185,2016-11-12,16,10.4,318,20.1,1458,0,0,0,0,0,0,10.5,1025,7.8,1029,4.8,72.5,1300,1.13,7.14,0,0,0,0,15.1,0,0
185,2016-11-13,17.7,15.3,355,22.2,1136,0,0,0,0,0,9.6,9.9,1940,6.5,1942,4.1,86,1100,0.97,2.95,0,0,0,0,16.1,0,0
185,2016-11-14,18.4,16.2,105,21.3,1204,0,0,0,0,0,4.3,12.6,2355,9.6,2209,4.4,97.4,1100,1.24,4.23,0,0,0,0,19.2,0,0
185,2016-11-15,12.9,10.2,2350,16.8,145,0,0,0,0,0,0,18.4,625,13.5,632,10.3,67,1200,1.61,9.84,0,0,0,0,12.5,0,0
185,2016-11-16,13,8.7,557,16.3,1331,0,0,0,0,0,0,13.1,4,8.9,3,4.7,68.4,1200,1.62,10.03,0,0,0,0,11.6,0,0
185,2016-11-17,15.5,13,143,18.7,1426,0,0,0,0,0,0,8.4,132,5.6,132,3.5,65,1100,0.96,4.45,0,0,0,0,14.2,0,0
185,2016-11-18,18.2,13.7,2,20.6,1234,0,0,0,0,0,2.3,16.5,2148,13.7,2156,6.4,83.6,1200,0.84,2.49,0,0,0,0,16.7,0,0
185,2016-11-19,17.3,16.7,756,19.1,1,0,0,0,0,0,2.5,15,133,12.2,131,7.3,93.3,1200,0.56,2.51,0,0,0,0,17.8,0,0
185,2016-11-20,16.3,14.7,2012,17.3,44,0,0,0,0,0,0,12.9,540,8.6,517,5.2,85.6,1100,0.98,5.54,0,0,0,0,15.9,0,0
185,2016-11-21,17.4,15.1,628,20.8,1428,0,0,0,0,0,2.5,13.1,2335,9.1,2336,4,88.3,1400,1.04,3.28,0,0,0,0,17.2,0,0
185,2016-11-22,10.9,7.9,2058,16.6,214,0,0,0,0,0,0,22.8,1723,17,1854,12.2,76.9,1000,0.97,4.96,0,0,0,0,11.2,0,0
